<BEGIN>;;;;;;;;;;;;;;;;
167;G22-JIRAU;4;JIRAU;1;MD;7051;name;23;75;230;538;Bulbo;Turbine;0;7051;
168;G23-JIRAU;4;JIRAU;1;MD;7051;name;23;75;230;538;Bulbo;Turbine;0;7051;
169;G24-JIRAU;4;JIRAU;1;MD;7051;name;23;75;230;538;Bulbo;Turbine;0;7051;
170;G25-JIRAU;4;JIRAU;1;MD;7051;name;23;75;230;538;Bulbo;Turbine;0;7051;
171;G26-JIRAU;4;JIRAU;1;MD;7051;name;23;75;230;538;Bulbo;Turbine;0;7051;
172;G27-JIRAU;4;JIRAU;1;MD;7051;name;23;75;230;538;Bulbo;Turbine;0;7051;
173;G28-JIRAU;4;JIRAU;1;MD;7051;name;23;75;230;538;Bulbo;Turbine;0;7051;
174;G29-JIRAU;4;JIRAU;1;MD;7061;name;23;75;230;538;Bulbo;Turbine;0;7061;The group has been changed after network reduction
175;G30-JIRAU;4;JIRAU;1;MD;7061;name;23;75;230;538;Bulbo;Turbine;0;7061;The group has been changed after network reduction
176;G31-JIRAU;4;JIRAU;1;MD;7061;name;23;75;230;538;Bulbo;Turbine;0;7061;The group has been changed after network reduction
177;G32-JIRAU;4;JIRAU;1;MD;7061;name;23;75;230;538;Bulbo;Turbine;0;7061;The group has been changed after network reduction
178;G33-JIRAU;4;JIRAU;1;MD;7061;name;23;75;230;538;Bulbo;Turbine;0;7061;The group has been changed after network reduction
179;G34-JIRAU;4;JIRAU;1;MD;7061;name;23;75;230;538;Bulbo;Turbine;0;7061;The group has been changed after network reduction
180;G35-JIRAU;4;JIRAU;1;MD;7061;name;23;75;230;538;Bulbo;Turbine;0;7061;The group has been changed after network reduction
181;G36-JIRAU;4;JIRAU;1;MD;7061;name;23;75;230;538;Bulbo;Turbine;0;7061;The group has been changed after network reduction
182;G37-JIRAU;4;JIRAU;1;MD;7061;name;23;75;230;538;Bulbo;Turbine;0;7061;The group has been changed after network reduction
183;G38-JIRAU;4;JIRAU;1;MD;7061;name;23;75;230;538;Bulbo;Turbine;0;7061;The group has been changed after network reduction
184;G39-JIRAU;4;JIRAU;1;MD;7061;name;23;75;230;538;Bulbo;Turbine;0;7061;The group has been changed after network reduction
185;G40-JIRAU;4;JIRAU;1;MD;7061;name;23;75;230;538;Bulbo;Turbine;0;7061;The group has been changed after network reduction
186;G41-JIRAU;4;JIRAU;1;MD;7061;name;23;75;230;538;Bulbo;Turbine;0;7061;The group has been changed after network reduction
187;G42-JIRAU;4;JIRAU;1;MD;7061;name;23;75;230;538;Bulbo;Turbine;0;7061;The group has been changed after network reduction
188;G43-JIRAU;4;JIRAU;1;MD;7061;name;23;75;230;538;Bulbo;Turbine;0;7061;The group has been changed after network reduction
189;G44-JIRAU;4;JIRAU;1;MD;7061;name;23;75;230;538;Bulbo;Turbine;0;7061;The group has been changed after network reduction
190;G45-JIRAU;4;JIRAU;1;MD;7061;name;23;75;230;538;Bulbo;Turbine;0;7061;The group has been changed after network reduction
191;G46-JIRAU;4;JIRAU;1;MD;7061;name;23;75;230;538;Bulbo;Turbine;0;7061;The group has been changed after network reduction
192;G47-JIRAU;4;JIRAU;1;MD;7061;name;23;75;230;538;Bulbo;Turbine;0;7061;The group has been changed after network reduction
193;G48-JIRAU;4;JIRAU;1;MD;7061;name;23;75;230;538;Bulbo;Turbine;0;7061;The group has been changed after network reduction
194;G49-JIRAU;4;JIRAU;1;MD;7061;name;23;75;230;538;Bulbo;Turbine;0;7061;The group has been changed after network reduction
195;G50-JIRAU;4;JIRAU;1;MD;7061;name;23;75;230;538;Bulbo;Turbine;0;7061;The group has been changed after network reduction
196;G1-SOBRADINHO;30;SOBRADINHO;1;Group 1;6294;name;46;175;356.5;713;Kaplan;Turbine;0;6294;
197;G2-SOBRADINHO;30;SOBRADINHO;1;Group 1;6294;name;46;175;356.5;713;Kaplan;Turbine;0;6294;
198;G3-SOBRADINHO;30;SOBRADINHO;1;Group 1;6294;name;46;175;356.5;713;Kaplan;Turbine;0;6294;
199;G4-SOBRADINHO;30;SOBRADINHO;1;Group 1;6294;name;46;175;356.5;713;Kaplan;Turbine;0;6294;
200;G5-SOBRADINHO;30;SOBRADINHO;1;Group 1;6294;name;46;175;356.5;713;Kaplan;Turbine;0;6294;
201;G6-SOBRADINHO;30;SOBRADINHO;1;Group 1;6294;name;46;175;356.5;713;Kaplan;Turbine;0;6294;
202;G1-P. PRIMAVERA;14;P. PRIMAVERA;1;Group 1;510;name;90;110;318;636;Kaplan;Turbine;0;510;
203;G2-P. PRIMAVERA;14;P. PRIMAVERA;2;Group 2;510;name;30;110;318;636;Kaplan;Turbine;0;510;
204;G3-P. PRIMAVERA;14;P. PRIMAVERA;2;Group 2;510;name;30;110;318;636;Kaplan;Turbine;0;510;
205;G4-P. PRIMAVERA;14;P. PRIMAVERA;2;Group 2;510;name;30;110;318;636;Kaplan;Turbine;0;510;
206;G5-P. PRIMAVERA;14;P. PRIMAVERA;2;Group 2;510;name;30;110;318;636;Kaplan;Turbine;0;510;
207;G6-P. PRIMAVERA;14;P. PRIMAVERA;2;Group 2;510;name;30;110;318;636;Kaplan;Turbine;0;510;
208;G7-P. PRIMAVERA;14;P. PRIMAVERA;2;Group 2;510;name;30;110;318;636;Kaplan;Turbine;0;510;
209;G8-P. PRIMAVERA;14;P. PRIMAVERA;2;Group 2;510;name;30;110;318;636;Kaplan;Turbine;0;510;
210;G9-P. PRIMAVERA;14;P. PRIMAVERA;2;Group 2;510;name;30;110;318;636;Kaplan;Turbine;0;510;
211;G10-P. PRIMAVERA;14;P. PRIMAVERA;2;Group 2;510;name;30;110;318;636;Kaplan;Turbine;0;510;
212;G11-P. PRIMAVERA;14;P. PRIMAVERA;2;Group 2;510;name;30;110;318;636;Kaplan;Turbine;0;510;
213;G12-P. PRIMAVERA;14;P. PRIMAVERA;2;Group 2;510;name;30;110;318;636;Kaplan;Turbine;0;510;
214;G13-P. PRIMAVERA;14;P. PRIMAVERA;2;Group 2;510;name;30;110;318;636;Kaplan;Turbine;0;510;
215;G14-P. PRIMAVERA;14;P. PRIMAVERA;2;Group 2;510;name;30;110;318;636;Kaplan;Turbine;0;510;
216;G1-JUPIA;13;JUPIA;1;Group 1;503;name;60;110.8;298;596;Kaplan;Turbine;0;503;
217;G2-JUPIA;13;JUPIA;2;Group 2;502;name;40;110.8;298;596;Kaplan;Turbine;0;502;
218;G3-JUPIA;13;JUPIA;1;Group 1;503;name;60;110.8;298;596;Kaplan;Turbine;0;503;
219;G4-JUPIA;13;JUPIA;3;Group 3;502;name;25;110.8;298;596;Kaplan;Turbine;0;502;
220;G5-JUPIA;13;JUPIA;3;Group 3;502;name;25;110.8;298;596;Kaplan;Turbine;0;502;
221;G6-JUPIA;13;JUPIA;3;Group 3;502;name;25;110.8;298;596;Kaplan;Turbine;0;502;
222;G7-JUPIA;13;JUPIA;3;Group 3;502;name;25;110.8;298;596;Kaplan;Turbine;0;502;
223;G8-JUPIA;13;JUPIA;3;Group 3;502;name;25;110.8;298;596;Kaplan;Turbine;0;502;
224;G9-JUPIA;13;JUPIA;3;Group 3;502;name;25;110.8;298;596;Kaplan;Turbine;0;502;
225;G10-JUPIA;13;JUPIA;4;Group 4;502;name;50;110.8;298;596;Kaplan;Turbine;0;502;
226;G11-JUPIA;13;JUPIA;3;Group 3;502;name;25;110.8;298;596;Kaplan;Turbine;0;502;
227;G12-JUPIA;13;JUPIA;3;Group 3;502;name;25;110.8;298;596;Kaplan;Turbine;0;502;
228;G13-JUPIA;13;JUPIA;4;Group 4;502;name;50;110.8;298;596;Kaplan;Turbine;0;502;
229;G14-JUPIA;13;JUPIA;3;Group 3;502;name;25;110.8;298;596;Kaplan;Turbine;0;502;
230;G1-TRES IRMAOS;33;TRES IRMAOS;1;Group 1;520;name;140;161.5;265;441;Francis;Turbine;0;520;
231;G2-TRES IRMAOS;33;TRES IRMAOS;1;Group 1;520;name;140;161.5;265;441;Francis;Turbine;0;520;
232;G3-TRES IRMAOS;33;TRES IRMAOS;1;Group 1;520;name;140;161.5;265;441;Francis;Turbine;0;520;
233;G4-TRES IRMAOS;33;TRES IRMAOS;1;Group 1;520;name;140;161.5;265;441;Francis;Turbine;0;520;
234;G5-TRES IRMAOS;33;TRES IRMAOS;1;Group 1;520;name;140;161.5;265;441;Francis;Turbine;0;520;
235;G1-I. SOLTEIRA;6;I. SOLTEIRA;1;Group 1;501;name;130;176;288;480;Francis;Turbine;0;501;
236;G2-I. SOLTEIRA;6;I. SOLTEIRA;1;Group 1;501;name;130;176;288;480;Francis;Turbine;0;501;
237;G3-I. SOLTEIRA;6;I. SOLTEIRA;1;Group 1;501;name;130;176;288;480;Francis;Turbine;0;501;
238;G4-I. SOLTEIRA;6;I. SOLTEIRA;1;Group 1;501;name;130;176;288;480;Francis;Turbine;0;501;
239;G5-I. SOLTEIRA;6;I. SOLTEIRA;2;Group 2;501;name;90;170;278.4;464;Francis;Turbine;0;501;
240;G6-I. SOLTEIRA;6;I. SOLTEIRA;2;Group 2;501;name;90;170;278.4;464;Francis;Turbine;0;501;
241;G7-I. SOLTEIRA;6;I. SOLTEIRA;2;Group 2;501;name;90;170;278.4;464;Francis;Turbine;0;501;
242;G8-I. SOLTEIRA;6;I. SOLTEIRA;2;Group 2;501;name;90;170;278.4;464;Francis;Turbine;0;501;
243;G9-I. SOLTEIRA;6;I. SOLTEIRA;2;Group 2;501;name;90;170;278.4;464;Francis;Turbine;0;501;
244;G10-I. SOLTEIRA;6;I. SOLTEIRA;2;Group 2;501;name;90;170;278.4;464;Francis;Turbine;0;501;
245;G11-I. SOLTEIRA;6;I. SOLTEIRA;2;Group 2;501;name;90;170;278.4;464;Francis;Turbine;0;501;
246;G12-I. SOLTEIRA;6;I. SOLTEIRA;2;Group 2;501;name;90;170;278.4;464;Francis;Turbine;0;501;
247;G13-I. SOLTEIRA;6;I. SOLTEIRA;2;Group 2;501;name;90;170;278.4;464;Francis;Turbine;0;501;
248;G14-I. SOLTEIRA;6;I. SOLTEIRA;2;Group 2;501;name;90;170;278.4;464;Francis;Turbine;0;501;
249;G15-I. SOLTEIRA;6;I. SOLTEIRA;2;Group 2;501;name;90;170;278.4;464;Francis;Turbine;0;501;
250;G16-I. SOLTEIRA;6;I. SOLTEIRA;3;Group 3;501;name;90;174;285;475;Francis;Turbine;0;501;
251;G17-I. SOLTEIRA;6;I. SOLTEIRA;3;Group 3;501;name;90;174;285;475;Francis;Turbine;0;501;
252;G18-I. SOLTEIRA;6;I. SOLTEIRA;3;Group 3;501;name;90;174;285;475;Francis;Turbine;0;501;
253;G19-I. SOLTEIRA;6;I. SOLTEIRA;3;Group 3;501;name;90;174;285;475;Francis;Turbine;0;501;
254;G20-I. SOLTEIRA;6;I. SOLTEIRA;3;Group 3;501;name;90;174;285;475;Francis;Turbine;0;501;
255;G1-SAO SIMAO;11;SAO SIMAO;1;Group 1;303;name;235;285;425;445;Francis;Turbine;0;303;
256;G2-SAO SIMAO;11;SAO SIMAO;1;Group 1;303;name;235;285;425;445;Francis;Turbine;0;303;
257;G3-SAO SIMAO;11;SAO SIMAO;1;Group 1;303;name;235;285;425;445;Francis;Turbine;0;303;
258;G4-SAO SIMAO;11;SAO SIMAO;1;Group 1;303;name;235;285;425;445;Francis;Turbine;0;303;
259;G5-SAO SIMAO;11;SAO SIMAO;1;Group 1;303;name;235;285;425;445;Francis;Turbine;0;303;
260;G6-SAO SIMAO;11;SAO SIMAO;1;Group 1;303;name;235;285;425;445;Francis;Turbine;0;303;
261;G1-CACH.DOURADA;35;CACH.DOURADA;1;Group 1;750;name;0;17;40.2;67;Francis;Turbine;0;750;
262;G2-CACH.DOURADA;35;CACH.DOURADA;1;Group 1;750;name;0;17;40.2;67;Francis;Turbine;0;750;
263;G3-CACH.DOURADA;35;CACH.DOURADA;2;Group 2;751;name;0;54;127.8;213;Francis;Turbine;0;751;
264;G4-CACH.DOURADA;35;CACH.DOURADA;2;Group 2;751;name;0;54;127.8;213;Francis;Turbine;0;751;
265;G5-CACH.DOURADA;35;CACH.DOURADA;2;Group 2;752;name;0;54;127.8;213;Francis;Turbine;0;752;
266;G6-CACH.DOURADA;35;CACH.DOURADA;3;Group 3;753;name;0;84;198.6;331;Francis;Turbine;0;753;
267;G7-CACH.DOURADA;35;CACH.DOURADA;3;Group 3;753;name;0;84;198.6;331;Francis;Turbine;0;753;
268;G8-CACH.DOURADA;35;CACH.DOURADA;3;Group 3;753;name;0;84;198.6;331;Francis;Turbine;0;753;
269;G9-CACH.DOURADA;35;CACH.DOURADA;4;Group 4;754;name;0;105;241.2;402;Francis;Turbine;0;754;
270;G10-CACH.DOURADA;35;CACH.DOURADA;4;Group 4;754;name;0;105;241.2;402;Francis;Turbine;0;754;
271;G1-ITUMBIARA;9;ITUMBIARA;1;Group 1;18;name;200;347;375;537;Francis;Turbine;0;18;
272;G2-ITUMBIARA;9;ITUMBIARA;1;Group 1;18;name;200;347;375;537;Francis;Turbine;0;18;
273;G3-ITUMBIARA;9;ITUMBIARA;1;Group 1;18;name;200;347;375;537;Francis;Turbine;0;18;
274;G4-ITUMBIARA;9;ITUMBIARA;1;Group 1;18;name;200;347;375;537;Francis;Turbine;0;18;
275;G5-ITUMBIARA;9;ITUMBIARA;1;Group 1;18;name;200;347;375;537;Francis;Turbine;0;18;
276;G6-ITUMBIARA;9;ITUMBIARA;1;Group 1;18;name;200;347;375;537;Francis;Turbine;0;18;
277;G1-EMBORCACAO;25;EMBORCACAO;1;Group 1;300;name;112;298;157.2;262;Francis;Turbine;0;300;
278;G2-EMBORCACAO;25;EMBORCACAO;1;Group 1;300;name;112;298;157.2;262;Francis;Turbine;0;300;
279;G3-EMBORCACAO;25;EMBORCACAO;1;Group 1;300;name;112;298;157.2;262;Francis;Turbine;0;300;
280;G4-EMBORCACAO;25;EMBORCACAO;1;Group 1;300;name;112;298;157.2;262;Francis;Turbine;0;300;
281;G1-A. VERMELHA;20;A. VERMELHA;1;Group 1;500;name;55;232.7;295.8;493;Francis;Turbine;0;500;
282;G2-A. VERMELHA;20;A. VERMELHA;1;Group 1;500;name;55;232.7;295.8;493;Francis;Turbine;0;500;
283;G3-A. VERMELHA;20;A. VERMELHA;1;Group 1;500;name;55;232.7;295.8;493;Francis;Turbine;0;500;
284;G4-A. VERMELHA;20;A. VERMELHA;1;Group 1;500;name;55;232.7;295.8;493;Francis;Turbine;0;500;
285;G5-A. VERMELHA;20;A. VERMELHA;1;Group 1;500;name;55;232.7;295.8;493;Francis;Turbine;0;500;
286;G6-A. VERMELHA;20;A. VERMELHA;1;Group 1;500;name;55;232.7;295.8;493;Francis;Turbine;0;500;
287;G1-MARIMBONDO;15;MARIMBONDO;1;Group 1;20;name;110;190;290;368;Francis;Turbine;0;20;
288;G2-MARIMBONDO;15;MARIMBONDO;1;Group 1;20;name;110;190;290;368;Francis;Turbine;0;20;
289;G3-MARIMBONDO;15;MARIMBONDO;1;Group 1;20;name;110;190;290;368;Francis;Turbine;0;20;
290;G4-MARIMBONDO;15;MARIMBONDO;1;Group 1;20;name;110;190;290;368;Francis;Turbine;0;20;
291;G5-MARIMBONDO;15;MARIMBONDO;1;Group 1;20;name;110;190;290;368;Francis;Turbine;0;20;
292;G6-MARIMBONDO;15;MARIMBONDO;1;Group 1;20;name;110;190;290;368;Francis;Turbine;0;20;
293;G7-MARIMBONDO;15;MARIMBONDO;1;Group 1;20;name;110;190;290;368;Francis;Turbine;0;20;
294;G8-MARIMBONDO;15;MARIMBONDO;1;Group 1;20;name;110;190;290;368;Francis;Turbine;0;20;
295;G1-LC BARRETO;27;LC BARRETO;1;Group 1;12;name;125;184;236.6;338;Francis;Turbine;0;12;The minimum turbine discharge was increased to 0.7 of the maximum
296;G2-LC BARRETO;27;LC BARRETO;1;Group 1;12;name;125;184;236.6;338;Francis;Turbine;0;12;The minimum turbine discharge was increased to 0.7 of the maximum
297;G3-LC BARRETO;27;LC BARRETO;1;Group 1;12;name;125;184;236.6;338;Francis;Turbine;0;12;The minimum turbine discharge was increased to 0.7 of the maximum
298;G4-LC BARRETO;27;LC BARRETO;1;Group 1;12;name;125;184;236.6;338;Francis;Turbine;0;12;The minimum turbine discharge was increased to 0.7 of the maximum
299;G5-LC BARRETO;27;LC BARRETO;1;Group 1;12;name;125;184;236.6;338;Francis;Turbine;0;12;The minimum turbine discharge was increased to 0.7 of the maximum
300;G6-LC BARRETO;27;LC BARRETO;1;Group 1;12;name;125;184;236.6;338;Francis;Turbine;0;12;The minimum turbine discharge was increased to 0.7 of the maximum
301;G1-FURNAS;21;FURNAS;1;Group 1;16;name;100;152;145;211;Francis;Turbine;0;16;
302;G2-FURNAS;21;FURNAS;1;Group 1;16;name;100;152;145;211;Francis;Turbine;0;16;
303;G3-FURNAS;21;FURNAS;1;Group 1;16;name;100;152;145;211;Francis;Turbine;0;16;
304;G4-FURNAS;21;FURNAS;1;Group 1;16;name;100;152;145;211;Francis;Turbine;0;16;
305;G5-FURNAS;21;FURNAS;1;Group 1;16;name;100;152;145;211;Francis;Turbine;0;16;
306;G6-FURNAS;21;FURNAS;1;Group 1;16;name;100;152;145;211;Francis;Turbine;0;16;
307;G7-FURNAS;21;FURNAS;1;Group 1;16;name;100;152;145;211;Francis;Turbine;0;16;Group changed after network reduction
308;G8-FURNAS;21;FURNAS;1;Group 1;16;name;100;152;145;211;Francis;Turbine;0;16;Group changed after network reduction
309;G1-TRES MARIAS;37;TRES MARIAS;1;Group 1;304;name;18;66;75;150;Kaplan;Turbine;0;304;
310;G2-TRES MARIAS;37;TRES MARIAS;1;Group 1;304;name;18;66;75;150;Kaplan;Turbine;0;304;
311;G3-TRES MARIAS;37;TRES MARIAS;1;Group 1;304;name;18;66;75;150;Kaplan;Turbine;0;304;
312;G4-TRES MARIAS;37;TRES MARIAS;1;Group 1;304;name;18;66;75;150;Kaplan;Turbine;0;304;
313;G5-TRES MARIAS;37;TRES MARIAS;1;Group 1;304;name;18;66;75;150;Kaplan;Turbine;0;304;
314;G6-TRES MARIAS;37;TRES MARIAS;1;Group 1;304;name;18;66;75;150;Kaplan;Turbine;0;304;
315;G1-ITAPARICA;16;ITAPARICA;1;Group 1;5051;name;180;250;450;551;Francis;Turbine;0;5051;
316;G2-ITAPARICA;16;ITAPARICA;1;Group 1;5051;name;180;250;450;551;Francis;Turbine;0;5051;
317;G3-ITAPARICA;16;ITAPARICA;1;Group 1;5051;name;180;250;450;551;Francis;Turbine;0;5051;
318;G4-ITAPARICA;16;ITAPARICA;1;Group 1;5054;name;180;250;450;551;Francis;Turbine;0;5054;Group changed after network reduction
319;G5-ITAPARICA;16;ITAPARICA;1;Group 1;5054;name;180;250;450;551;Francis;Turbine;0;5054;Group changed after network reduction
320;G6-ITAPARICA;16;ITAPARICA;1;Group 1;5054;name;180;250;450;551;Francis;Turbine;0;5054;Group changed after network reduction
321;G1-MOXOTO;36;MOXOTO;1;Group 1;5030;name;50;100;260;550;Kaplan;Turbine;0;5030;
322;G2-MOXOTO;36;MOXOTO;1;Group 1;5030;name;50;100;260;550;Kaplan;Turbine;0;5030;
323;G3-MOXOTO;36;MOXOTO;1;Group 1;5032;name;50;100;260;550;Kaplan;Turbine;0;5032;Group changed after network reduction
324;G4-MOXOTO;36;MOXOTO;1;Group 1;5032;name;50;100;260;550;Kaplan;Turbine;0;5032;Group changed after network reduction
325;G1-P.AFONSO 123;19;P.AFONSO 123;1;PA-1;5005;name;50;60;61;84;Francis;Turbine;0;5005;
326;G2-P.AFONSO 123;19;P.AFONSO 123;1;PA-1;5005;name;50;60;61;84;Francis;Turbine;0;5005;
327;G3-P.AFONSO 123;19;P.AFONSO 123;1;PA-1;5006;name;50;60;61;84;Francis;Turbine;0;5006;
328;G4-P.AFONSO 123;19;P.AFONSO 123;2;PA-2;5009;name;70;70;85;97;Francis;Turbine;0;5009;
329;G5-P.AFONSO 123;19;P.AFONSO 123;2;PA-2;5010;name;70;70;85;97;Francis;Turbine;0;5010;
330;G6-P.AFONSO 123;19;P.AFONSO 123;3;PA-3;5011;name;70;75;85;107;Francis;Turbine;0;5011;
331;G7-P.AFONSO 123;19;P.AFONSO 123;4;PA-4;5012;name;50;76;63;105;Francis;Turbine;0;5012;
332;G8-P.AFONSO 123;19;P.AFONSO 123;4;PA-4;5013;name;50;76;63;105;Francis;Turbine;0;5013;
333;G9-P.AFONSO 123;19;P.AFONSO 123;4;PA-4;5014;name;50;76;63;105;Francis;Turbine;0;5014;
334;G10-P.AFONSO 123;19;P.AFONSO 123;5;PA-5;5015;name;150;200;185;277;Francis;Turbine;0;5015;
335;G11-P.AFONSO 123;19;P.AFONSO 123;5;PA-5;5015;name;150;200;185;277;Francis;Turbine;0;5015;
336;G12-P.AFONSO 123;19;P.AFONSO 123;5;PA-5;5016;name;150;200;185;277;Francis;Turbine;0;5016;
337;G13-P.AFONSO 123;19;P.AFONSO 123;5;PA-5;5016;name;150;200;185;277;Francis;Turbine;0;5016;
338;G1-P.AFONSO 4;8;P.AFONSO 4;1;Group 1;5022;name;250;410;240;400;Francis;Turbine;0;5022;
339;G2-P.AFONSO 4;8;P.AFONSO 4;1;Group 1;5022;name;250;410;240;400;Francis;Turbine;0;5022;
340;G3-P.AFONSO 4;8;P.AFONSO 4;1;Group 1;5022;name;250;410;240;400;Francis;Turbine;0;5022;
341;G4-P.AFONSO 4;8;P.AFONSO 4;1;Group 1;5022;name;250;410;240;400;Francis;Turbine;0;5022;
342;G5-P.AFONSO 4;8;P.AFONSO 4;1;Group 1;5022;name;250;410;240;400;Francis;Turbine;0;5022;
343;G6-P.AFONSO 4;8;P.AFONSO 4;1;Group 1;5022;name;250;410;240;400;Francis;Turbine;0;5022;
344;G1-XINGO;7;XINGO;1;Group 1;5061;name;310;527;297.6;496;Francis;Turbine;0;5061;
345;G2-XINGO;7;XINGO;1;Group 1;5061;name;310;527;297.6;496;Francis;Turbine;0;5061;
346;G3-XINGO;7;XINGO;1;Group 1;5061;name;310;527;297.6;496;Francis;Turbine;0;5061;
347;G4-XINGO;7;XINGO;1;Group 1;5061;name;310;527;297.6;496;Francis;Turbine;0;5061;
348;G5-XINGO;7;XINGO;1;Group 1;5061;name;310;527;297.6;496;Francis;Turbine;0;5061;
349;G6-XINGO;7;XINGO;1;Group 1;5061;name;310;527;297.6;496;Francis;Turbine;0;5061;
350;G1-PIMENTAL;38;PIMENTAL;1;Group 1;6555;name;9.61;38.85;155.52;388.8;Bulbo;Turbine;0;6555;
351;G2-PIMENTAL;38;PIMENTAL;1;Group 1;6555;name;9.61;38.85;155.52;388.8;Bulbo;Turbine;0;6555;
352;G3-PIMENTAL;38;PIMENTAL;1;Group 1;6556;name;9.61;38.85;155.52;388.8;Bulbo;Turbine;0;6556;
